step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,3,0.0003448820034488,C2103763750,0.0,0.0,M335107734,0.0,0.0,0,0
1,3,0.0004206740042067,C215078753,0.0,0.0,M1757317128,0.0,0.0,0,0
1,3,0.0005885460058854,C840514538,0.0,0.0,M1804441305,0.0,0.0,0,0
1,3,0.0005307780053077,C1768242710,0.0,0.0,M1971783162,0.0,0.0,0,0
1,3,0.0005031120050311,C247113419,0.0,0.0,M151442075,0.0,0.0,0,0
1,3,0.0024213570242135,C1238616099,0.0,0.0,M70695990,0.0,0.0,0,0
1,3,0.0008603320086033,C1608633989,6.503856041131106e-06,0.0,M1615617512,0.0,0.0,0,0
1,3,0.0002791320027913,C923341586,0.0077244473007712,0.0076526884318766,M107994825,0.0,0.0,0,0
1,3,0.0007413440074134,C1470868839,0.0076526884318766,0.0074621087403598,M1426725223,0.0,0.0,0,0
1,3,0.000329509003295,C711197015,0.0060059897172236,0.0059212804627249,M1384454980,0.0,0.0,0,0
1,3,0.0001684710016847,C1481594086,7.634961439588689e-06,0.0,M1569435561,0.0,0.0,0,0
1,2,0.0005758490057584,C1466917878,0.000838149100257,0.0006901133676092,C1297685781,0.0049809738717339,0.0004027777251184,0,0
1,1,0.0110414611104146,C768216420,0.0006901133676092,0.0,C1509514333,0.0068598574821852,5.723127962085308e-05,0,0
1,3,0.0007823360078233,C260084831,2.565552699228792e-05,0.0,M267814113,0.0,0.0,0,0
1,3,0.0005086380050863,C598357562,0.0,0.0,M1593224710,0.0,0.0,0,0
1,3,0.0005281380052813,C1440738283,0.00390794344473,0.0037721727506426,M1849015357,0.0,0.0,0,0
1,3,0.0013875880138758,C484199463,0.0004066323907455,4.992339331619538e-05,M2008106788,0.0,0.0,0,0
1,1,0.0056953800569538,C1570470538,4.992339331619538e-05,0.0,C824009085,0.0016687173396674,0.0015191037914691,0,0
1,1,0.0005346790053467,C512549200,0.0,0.0,C248609774,0.0155020665083135,0.1529249030805687,0,0
1,3,0.0002203940022039,C1615801298,1.506426735218509e-05,0.0,M490391704,0.0,0.0,0,0
1,3,0.0002641370026413,C460570271,0.0005926221079691,0.0005247179948586,M1653361344,0.0,0.0,0,0
1,1,0.0023261200232612,C2072313080,0.0005247179948586,0.0,C2001112025,0.0006114489311163,0.0,0,0
1,3,0.0002330540023305,C816944408,0.0052324678663239,0.0051725542416452,M909132503,0.0,0.0,0,0
1,3,0.0001614540016145,C912966811,0.0010610796915167,0.0010195722365038,M1792384402,0.0,0.0,0,0
1,3,0.0009164610091646,C1458621573,0.0012142871465295,0.0009786904884318,M1658980982,0.0,0.0,0,0
1,3,0.0002970870029708,C46941357,0.0009786904884318,0.0009023159383033,M1152606315,0.0,0.0,0,0
1,3,3.85600003856e-06,C343345308,0.0004157840616966,0.0004147902313624,M1714688478,0.0,0.0,0,0
1,3,0.0002252340022523,C104716441,4.182519280205656e-05,0.0,M1506951181,0.0,0.0,0,0
1,4,0.0062610700626107,C1976401987,0.0020337789203084,0.0004242467866323,C1937962514,1.2280285035629454e-05,0.0001986561611374,0,0
1,2,0.000552903005529,C867288517,0.0002197172236503,7.758020565552699e-05,C242131142,0.0002424228028503,0.0,0,0
1,1,0.0082940210829402,C1528834618,7.758020565552699e-05,0.0,C476800120,0.0031442280285035,0.0011816199052132,0,0
1,2,0.0004510120045101,C280615803,0.0002636503856041,0.0001477064267352,C1254526270,0.0002540855106888,0.0,0,0
1,2,0.0008727640087276,C166694583,0.0226933161953727,0.0224689526992287,C1129670968,0.0003001425178147,0.0,0,0
1,3,0.0002599360025993,C885910946,0.0224689526992287,0.0224021282776349,M1860591867,0.0,0.0,0,0
1,2,0.0004874390048743,C811207775,3.933161953727507e-06,0.0,C1971489295,0.006011971496437,0.0,0,0
1,3,0.0006440680064406,C1161148117,5.6349614395886894e-05,0.0,M516875052,0.0,0.0,0,0
1,3,0.00049100400491,C1131592118,0.001068149100257,0.0009419244215938,M589987187,0.0,0.0,0,0
1,3,0.0006444540064445,C1262609629,0.000308971722365,0.0001432997429305,M587180314,0.0,0.0,0,0
1,2,0.0005149560051495,C1955990522,0.0001229305912596,0.0,C1330106945,0.0012530166270783,0.0005697672985781,0,0
1,3,0.000729206007292,C69673470,0.0055739588688946,0.0053864997429305,M1082411691,0.0,0.0,0,0
1,1,0.0047458760474587,C527211736,0.0053864997429305,0.0041664776349614,C2096057945,0.0012380047505938,0.0,0,0
1,1,0.0136872821368728,C1533123860,0.0041664776349614,0.0006478933161953,C766572210,0.005173539192399,0.0,0,0
1,1,0.0094253230942532,C1718906711,0.0006478933161953,0.0,C977993101,0.0023699049881235,0.0228879158767772,0,0
1,3,0.0002997940029979,C71802912,0.0003092544987146,0.0002321840616966,M2134271532,0.0,0.0,0,0
1,3,0.0003453980034539,C686349795,0.0002321840616966,0.0001433902313624,M1831010686,0.0,0.0,0,0
1,3,0.0004316100043161,C1423768154,0.0002827506426735,0.000171794344473,M404222443,0.0,0.0,0,0
1,3,0.0002131740021317,C1987977423,5.758354755784062e-06,0.0,M61073295,0.0,0.0,0,0
1,3,0.0012986510129865,C807322507,0.0006002570694087,0.0002664110539845,M396485834,0.0,0.0,0,0
1,4,0.0042712290427122,C283039401,0.0002664110539845,0.0,C1330106945,0.0013753363420427,0.0005697672985781,0,0
1,4,0.0077957580779575,C207471778,0.0,0.0,C1761291320,0.0022541567695961,0.0005268637440758,0,0
1,4,0.0017231360172313,C1243171897,0.0,0.0,C783286238,0.0005860332541567,0.0,0,0
1,4,0.0078765930787659,C1376151044,0.0,0.0,C1749186397,0.0024648931116389,0.0065761860189573,0,0
1,4,0.0224606542246065,C873175411,0.0,0.0,C766572210,0.0084246774346793,0.0,0,0
1,4,0.0125872431258724,C1443967876,0.0,0.0,C392292416,0.0082781947743467,0.0810450969194312,0,0
1,4,0.0379856133798561,C1449772539,0.0,0.0,C1590550415,0.0213819477434679,0.4549763033175356,0,0
1,4,0.1505625925056259,C926859124,0.0,0.0,C665576141,0.0006895724465558,0.1307052924170616,0,0
1,4,0.0554026895540269,C1603696865,0.0,0.0,C766572210,0.0137597520190023,0.0,0,0
1,4,0.014754300147543,C12905860,0.0,0.0,C1359044626,0.0053021377672209,0.0003914303317535,0,0
1,4,0.0761507297615072,C412788346,0.0,0.0,C1590550415,0.0304046610451306,0.4549763033175356,0,0
1,4,0.1429051384290514,C1520267010,0.0,0.0,C1590550415,0.0484927225653206,0.4549763033175356,0,0
1,4,0.0358831823588318,C908084672,0.0,0.0,C392292416,0.0112680410926365,0.0810450969194312,0,0
1,4,0.0367768303677683,C288306765,0.0,0.0,C1359044626,0.0088067244655581,0.0003914303317535,0,0
1,4,0.020971101209711,C1556867940,0.0,0.0,C1509514333,0.0094825346793349,5.723127962085308e-05,0,0
1,4,0.0583848365838483,C1839168128,0.0,0.0,C1286084959,0.0158617102137767,0.049947348578199,0,0
1,4,0.1724886967248869,C1495608502,0.0,0.0,C1590550415,0.0824369382422802,0.4549763033175356,0,0
1,4,0.0710544677105446,C835773569,0.0,0.0,C1359044626,0.0175423159144893,0.0003914303317535,0,0
1,4,0.0581294165812941,C843299092,0.0,0.0,C1590550415,0.1234081270783848,0.4549763033175356,0,0
1,4,0.0011996480119964,C605982374,0.0,0.0,C1225616405,0.0009561757719714,0.0,0,0
1,3,0.000287500002875,C1412322831,0.0003969922879177,0.0003230822622107,M1651262695,0.0,0.0,0,0
1,3,0.0008586880085868,C1305004711,9.673521850899744e-05,0.0,M494077446,0.0,0.0,0,0
1,3,8.716500087165001e-05,C1003206025,0.0005107712082262,0.0004883611825192,M989889899,0.0,0.0,0,0
1,3,0.0001035260010352,C806813022,0.0018415424164524,0.0018149264781491,M902860396,0.0,0.0,0,0
1,3,0.0001063430010634,C1406206626,0.0021358354755784,0.0021084953727506,M1816522350,0.0,0.0,0,0
1,3,0.0001019800010198,C1799230133,0.0052503084832904,0.005224089974293,M1521238608,0.0,0.0,0,0
1,3,0.0004059280040592,C20156341,0.0006761953727506,0.0005718411311053,M1111897955,0.0,0.0,0,0
1,3,0.0001876340018763,C1509309988,4.678663239074551e-06,0.0,M1643141512,0.0,0.0,0,0
1,1,0.0028404500284045,C2091072548,0.0,0.0,C1282788025,0.0012290736342042,0.0,0,0
1,1,0.007540500075405,C263053820,0.0,0.0,C1870252780,0.0024752731591448,0.0011010007109004,0,0
1,1,0.0050101780501017,C1740826931,0.0,0.0,C97730845,0.0016076959619952,0.2355530637440758,0,0
1,1,0.0014121720141217,C69062746,0.0,0.0,C100555887,0.0012512826603325,0.0002598023696682,0,0
1,1,0.0078292810782928,C1631227617,0.0,0.0,C1983747920,0.0028767695961995,0.0022632452606635,0,0
1,1,0.0176149801761498,C24650043,0.0,0.0,C736709391,0.0061713301662707,0.0011094954976303,0,0
1,1,0.0212228252122282,C1896074070,0.0,0.0,C401424608,0.0102077672209026,0.0279338421800947,0,0
1,1,0.0085423530854235,C460741164,0.0,0.0,C1590550415,0.1372155916864608,0.4549763033175356,0,0
1,1,0.0011648400116484,C781091365,0.0,0.0,C985934102,0.0061989548693586,0.0230194054502369,0,0
1,3,0.0006165480061654,C1858015030,0.0005379177377892,0.000379419537275,M25764044,0.0,0.0,0,0
1,3,0.0003705730037057,C671596011,0.0010772097686375,0.0009819442159383,M1925352804,0.0,0.0,0,0
1,1,0.0419801304198013,C1687354037,0.0009819442159383,0.0,C33524623,0.0118755819477434,0.035954079620853,0,0
1,1,0.0335416413354164,C743778731,0.0037140874035989,0.0,C575335780,7.007125890736342e-06,0.0012420651658767,0,0
1,3,0.0003372190033721,C967323951,0.0010642159383033,0.0009775246786632,M1600594643,0.0,0.0,0,0
1,3,6.613300066133e-05,C743648472,0.0003619023136246,0.0003448989717223,M692998280,0.0,0.0,0,0
1,2,8.645800086458e-05,C1368862151,0.0017952699228791,0.0017730416452442,C20671747,0.0002859857482185,0.0010353338862559,0,0
1,3,0.0001203340012033,C922807452,0.0007696915167095,0.000738754755784,M33563464,0.0,0.0,0,0
1,4,0.0330756943307569,C1494346128,0.0026647043701799,0.0,C564160838,0.0018925415676959,0.0297382954976303,0,0
1,3,0.0001915330019153,C822087264,0.0002943444730077,0.0002451046272493,M30699728,0.0,0.0,0,0
1,3,8.630000086300002e-07,C38603201,0.0020903084832904,0.0020900840616966,M1422273905,0.0,0.0,0,0
1,2,0.0003058700030587,C1694784135,0.0004662724935732,0.0003876401028277,C801197928,0.000262565320665,0.000211316113744,0,0
1,3,0.0005154870051548,C1207231495,0.0002435989717223,0.0001110804627249,M756936249,0.0,0.0,0,0
1,3,0.0005213150052131,C1221981006,0.0009352185089974,0.0008012017994858,M264394929,0.0,0.0,0,0
1,3,0.0005392650053926,C1878413714,0.0013048071979434,0.0011661760925449,M769132147,0.0,0.0,0,0
1,3,2.50200002502e-06,C1257299717,0.0015851670951156,0.0015845213367609,M1474957626,0.0,0.0,0,0
1,3,0.0017150790171507,C181252244,0.0015845213367609,0.0011436244215938,M1733022752,0.0,0.0,0,0
1,4,0.0679502146795021,C722417467,7.455012853470437e-06,0.0,C451111351,0.0040823277909738,0.0933669481042654,0,0
1,4,0.0177652811776528,C753631393,0.0006097686375321,0.0,C716157500,1.3064133016627075e-06,0.0001159822274881,0,0
1,3,0.0005443160054431,C1262869688,0.0060924678663239,0.0059525383033419,M1914108708,0.0,0.0,0,0
1,3,2.4477000244770004e-05,C544386226,0.006631837789203,0.0066255429305912,M1357700757,0.0,0.0,0,0
1,3,0.0008281470082814,C900298796,0.0066255429305912,0.006412649100257,M1889757798,0.0,0.0,0,0
1,3,0.0001175490011754,C1166106620,0.0005272236503856,0.0004970028277634,M1932470703,0.0,0.0,0,0
1,3,0.0001097640010976,C221861886,0.0006392287917737,0.0006110092544987,M1713568869,0.0,0.0,0,0
1,4,0.0184986701849867,C697508322,0.0010176863753213,0.0,C1688019098,0.0012432304038004,0.0023048289099526,0,0
1,3,0.0001718190017181,C603658030,0.003028560411311,0.0029843884318766,M1689924104,0.0,0.0,0,0
1,3,0.0003671220036712,C361380654,0.0025731105398457,0.002478732133676,M631673932,0.0,0.0,0,0
1,2,0.0003580160035801,C1579132337,6.593830334190231e-05,0.0,C1321640594,0.0005032066508313,0.0004481244075829,0,0
1,3,0.0008550800085508,C1795225096,0.0010298200514138,0.000810002570694,M790094605,0.0,0.0,0,0
1,3,0.0009753450097534,C1048712791,0.0015637275064267,0.0013129935732647,M487792155,0.0,0.0,0,0
1,3,0.0003026880030268,C1909398279,0.0008004884318766,0.0007226740359897,M1632670136,0.0,0.0,0,0
1,1,0.0467176934671769,C1338905451,0.0007226740359897,0.0,C1170794006,0.0231620190023752,0.0005258528436018,0,0
1,2,0.0003875890038758,C1252540239,0.0066616452442159,0.0065620053984575,C1509514333,0.0144637961995249,5.723127962085308e-05,0,0
1,3,0.0002148790021487,C1136005694,0.0008023907455012,0.0007471493573264,M638486177,0.0,0.0,0,0
1,3,4.668700046687001e-05,C426019904,0.0020573264781491,0.0020453221079691,M314411620,0.0,0.0,0,0
1,1,0.0154139621541396,C1642679791,0.0020453221079691,0.0,C564160838,0.0097490033254156,0.0297382954976303,0,0
1,1,0.0082685830826858,C855700733,0.0,0.0,C392292416,0.0197913643705463,0.0810450969194312,0,0
1,1,0.0083857130838571,C247162961,0.0,0.0,C1297685781,0.0051177574821852,0.0004027777251184,0,0
1,1,0.0099109670991096,C1890266440,0.0,0.0,C1297685781,0.0071096156769596,0.0004027777251184,0,0
1,1,0.0187726571877265,C1527152775,0.0,0.0,C747464370,0.004526674584323,0.0371430049763033,0,0
1,1,0.0281339822813398,C1863655430,0.0,0.0,C1509514333,0.0145558624703087,5.723127962085308e-05,0,0
1,1,0.0186447411864474,C976827477,0.0,0.0,C1590550415,0.1392446562945368,0.4549763033175356,0,0
1,1,0.0081029760810297,C324112183,0.0,0.0,C288665596,0.0025022090261282,0.0002013414691943,0,0
1,1,0.0139054851390548,C2092709730,0.0,0.0,C1749186397,0.0043358201900237,0.0065761860189573,0,0
1,1,0.0154716101547161,C980364771,0.0,0.0,C453211571,0.0044520902612826,0.0820300011848341,0,0
1,1,0.0053631730536317,C1233595751,0.0,0.0,C757108857,0.0019772921615201,0.0,0,0
1,1,0.0289645422896454,C1446001495,0.0,0.0,C1023714065,0.0206993536817102,0.0334711869668246,0,0
1,1,0.0267148722671487,C1261044180,0.0,0.0,C401424608,0.0152488206650831,0.0279338421800947,0,0
1,1,0.0047913480479134,C141110631,0.0,0.0,C240650537,0.0012186223277909,0.0,0,0
1,1,0.0193605281936052,C2029372696,0.0,0.0,C1971489295,0.0059252268408551,0.0,0,0
1,1,0.0344464303444643,C793293778,0.0,0.0,C766572210,0.0269195382422802,0.0,0,0
1,1,0.0169409771694097,C888611662,0.0,0.0,C401424608,0.0215943980997624,0.0279338421800947,0,0
1,1,0.0025793640257936,C1966355106,0.0,0.0,C476800120,0.0051143066508313,0.0011816199052132,0,0
1,1,0.0114712381147123,C599782425,0.0,0.0,C1209271652,0.0034536817102137,0.0,0,0
1,1,0.0089038650890386,C1233327519,0.0,0.0,C2083562754,0.0045085035629453,0.0281174599526066,0,0
1,1,0.0001341480013414,C1155769010,0.0,0.0,C557041912,0.0019083372921615,0.0132117834123222,0,0
1,1,0.0044442980444429,C269892014,0.0,0.0,C1590550415,0.1436733382422803,0.4549763033175356,0,0
1,1,0.0034729540347295,C1280641161,0.0,0.0,C1435804085,0.0010653919239904,2.295734597156398e-06,0,0
1,1,0.0105979241059792,C489411441,0.0,0.0,C736709391,0.0103554133016627,0.0011094954976303,0,0
1,1,0.0057794510577945,C1141113940,0.0,0.0,C240650537,0.0023567121140142,0.0,0,0
1,1,0.0015918690159186,C1711185459,0.0,0.0,C1854778591,0.0005832066508313,0.0,0,0
1,1,0.0019161980191619,C25936709,0.0,0.0,C885951223,0.0014291923990498,0.0051149592417061,0,0
1,1,0.0220691322206913,C1123559518,0.0,0.0,C1590550415,0.1447289933491686,0.4549763033175356,0,0
1,1,0.0009536440095364,C649769713,0.0,0.0,C1060830840,0.0011677197149643,0.0030982834123222,0,0
1,1,0.0029783960297839,C925150995,0.0,0.0,C920011586,0.0015095724465558,0.0,0,0
1,1,0.0190445411904454,C1760219993,0.0,0.0,C1360767589,0.0048379809976247,0.049951786492891,0,0
1,1,0.005727901057279,C1800649922,0.0,0.0,C824009085,0.0030215415676959,0.0015191037914691,0,0
1,1,0.0112086711120867,C403547747,0.0,0.0,C1531333864,0.0069531591448931,0.0013264113744075,0,0
1,1,0.0080311790803117,C172215878,0.0,0.0,C434091818,0.0020761995249406,0.0014955504739336,0,0
1,1,0.0151829811518298,C873309260,0.0,0.0,C1023714065,0.0275792947743467,0.0334711869668246,0,0
1,1,0.0026004420260044,C1112456099,0.0,0.0,C1225616405,0.0012411301662707,0.0,0,0
1,1,0.000314606003146,C923083575,0.0,0.0,C1504109395,0.0002249643705463,0.0140696061611374,0,0
1,1,0.0296752652967526,C589363823,0.0,0.0,C1531333864,0.0096155536817102,0.0013264113744075,0,0
1,1,0.0191701961917019,C2052457859,0.0,0.0,C985934102,0.0064756413301662,0.0230194054502369,0,0
1,1,0.0365509953655099,C1299327689,0.0,0.0,C564160838,0.0134102793349168,0.0297382954976303,0,0
1,1,0.0202331982023319,C1408279755,0.0,0.0,C453211571,0.0081270593824228,0.0820300011848341,0,0
1,1,0.0055105800551058,C2007486296,0.0,0.0,C932583850,0.0075523251781472,0.0644353765402843,0,0
1,1,0.0171508491715084,C1033348658,0.0,0.0,C1971489295,0.0105239294536817,0.0,0,0
1,1,0.0178439161784391,C1634723627,0.0,0.0,C2083562754,0.0066234382422802,0.0281174599526066,0,0
1,1,0.0088834760888347,C938463537,0.0,0.0,C985934102,0.0110291346793349,0.0230194054502369,0,0
1,1,0.0210369992103699,C2121995675,0.0,0.0,C1170794006,0.0342588605700712,0.0005258528436018,0,0
1,1,0.0036436960364369,C2120063568,0.0,0.0,C1740000325,0.0036723515439429,0.0323073106635071,0,0
1,1,0.0082691460826914,C1620409359,0.0,0.0,C248609774,0.0156290710213776,0.1529249030805687,0,0
1,1,0.033876700338767,C691691381,0.0,0.0,C453211571,0.0129330470308788,0.0820300011848341,0,0
1,1,0.0187728491877284,C264978436,0.0,0.0,C1360767589,0.0093616273159144,0.049951786492891,0,0
1,1,0.0271002602710026,C500618423,0.0,0.0,C451111351,0.0202225235154394,0.0933669481042654,0,0
1,1,0.0323104983231049,C1458091526,0.0,0.0,C747464370,0.0089857403800475,0.0371430049763033,0,0
1,1,0.0010782840107828,C768776793,0.0,0.0,C796533847,0.0023891923990498,0.0,0,0
1,1,0.008996201089962,C2018260103,0.0,0.0,C240650537,0.0037295057007125,0.0,0,0
1,1,0.01019400410194,C1393828949,0.0,0.0,C357863579,0.0025026603325415,0.00218738507109,0,0
1,1,0.0163100241631002,C1088417975,0.0,0.0,C401424608,0.0256183855106888,0.0279338421800947,0,0
1,1,0.0136030561360305,C2036775591,0.0,0.0,C757108857,0.0032512073634204,0.0,0,0
1,1,0.0068912130689121,C1620529408,0.0,0.0,C1688019098,0.005637216152019,0.0023048289099526,0,0
1,1,0.0073463960734639,C307488715,0.0,0.0,C1789550256,0.0105648218527315,0.1094738995260663,0,0
1,1,0.0106117181061171,C758572926,0.0,0.0,C476402209,0.0055633477434679,0.0012206976303317,0,0
1,1,0.0503333695033337,C1640612861,0.0,0.0,C985934102,0.013139226128266,0.0230194054502369,0,0
1,1,0.0071991320719913,C990679445,0.0,0.0,C557041912,0.001940203800475,0.0132117834123222,0,0
1,1,0.0091379830913798,C913065088,0.0,0.0,C401424608,0.0294925030878859,0.0279338421800947,0,0
1,1,0.0026758950267589,C746280996,0.0,0.0,C1360767589,0.0138207387173396,0.049951786492891,0,0
1,1,0.0128487251284872,C50503805,0.0,0.0,C747464370,0.016660445368171,0.0371430049763033,0,0
1,1,0.0252908772529087,C1557989809,0.0,0.0,C33524623,0.0218471116389548,0.035954079620853,0,0
1,1,0.0064489540644895,C146874094,0.0,0.0,C1297685781,0.0094637669833729,0.0004027777251184,0,0
1,1,0.0171369631713696,C2123222442,0.0,0.0,C451111351,0.026659642280285,0.0933669481042654,0,0
1,3,0.0004493190044931,C1746570062,0.0002122879177377,9.677917737789204e-05,M1555990397,0.0,0.0,0,0
1,3,0.0012121400121214,C1544078442,0.0024950642673521,0.0021834575835475,M1291367132,0.0,0.0,0,0
1,3,0.000227809002278,C1887699190,7.455012853470437e-06,0.0,M1479140596,0.0,0.0,0,0
1,3,0.0007707340077073,C1108889615,0.0025662467866323,0.0023681120822622,M1275028674,0.0,0.0,0,0
1,3,0.0004012920040129,C455888635,0.0023681120822622,0.0022649498714652,M204805934,0.0,0.0,0,0
1,3,0.000577505005775,C204322447,0.0034017737789203,0.0032533123393316,M1019484860,0.0,0.0,0,0
1,3,0.0004843830048438,C1164365897,0.0013295115681233,0.0012049889460154,M1640899500,0.0,0.0,0,0
1,3,0.0002397720023977,C3565780,0.0005249614395886,0.0004633208226221,M473666452,0.0,0.0,0,0
1,3,0.0004391340043913,C1865219266,5.861182519280206e-06,0.0,M2138005960,0.0,0.0,0,0
1,2,0.0004497770044977,C1278002745,0.0027606169665809,0.0026449904884318,C510113906,0.000452565320665,0.0001283703791469,0,0
1,3,0.0007452790074527,C214649627,0.0026323136246786,0.0024407226221079,M67730604,0.0,0.0,0,0
1,3,0.0003930710039307,C15477956,0.0001550642673521,5.401516709511569e-05,M710623214,0.0,0.0,0,0
1,1,0.0071532140715321,C2082351661,5.401516709511569e-05,0.0,C1810132623,0.0017804275534441,0.0023016158767772,0,0
1,1,0.0061159410611594,C859690270,0.0,0.0,C476402209,0.0080839482185273,0.0012206976303317,0,0
1,1,0.0012401800124018,C1389774257,0.0,0.0,C1096283470,0.0083079097387173,0.0,0,0
1,1,0.0032702510327025,C553759818,0.0,0.0,C75457651,0.0060107600950118,0.0007457293838862,0,0
1,3,0.0006926570069265,C751021317,0.0039312853470437,0.0037532218508997,M1896552614,0.0,0.0,0,0
1,3,8.934700089347001e-05,C294658299,0.0002744473007712,0.0002514763496143,M1033856359,0.0,0.0,0,0
1,4,0.0480222414802224,C201677908,0.0002856041131105,0.0,C451111351,0.0307301821852731,0.0933669481042654,0,0
1,3,0.0003608310036083,C635611994,0.0002866323907455,0.0001938712082262,M904253669,0.0,0.0,0,0
1,3,0.0005946690059466,C1930903395,0.0001938712082262,4.09974293059126e-05,M1431710377,0.0,0.0,0,0
1,3,0.0006099860060998,C1700721442,0.0010831105398457,0.0009262992287917,M2116511124,0.0,0.0,0,0
1,3,3.722400037224e-05,C872522004,0.0016774807197943,0.0016679089974293,M1348916831,0.0,0.0,0,0
1,3,0.000463508004635,C1110698130,0.1623080218508997,0.1621888655526992,M125644421,0.0,0.0,0,0
1,3,0.0001267870012678,C1053632127,0.1621888655526992,0.1621562699228791,M1493158871,0.0,0.0,0,0
1,3,0.0006911890069118,C89509666,0.1621562699228791,0.1619785840616966,M1806880779,0.0,0.0,0,0
1,3,0.0001795570017955,C1016856028,0.1619785840616966,0.1619324228791774,M446445803,0.0,0.0,0,0
1,3,0.0003198960031989,C832292933,0.1619324228791774,0.1618501845758354,M1280603381,0.0,0.0,0,0
1,3,0.001026507010265,C792855998,0.1618501845758354,0.1615862987146529,M1424108509,0.0,0.0,0,0
1,3,0.000902902009029,C1003755748,0.0006550128534704,0.0004229017994858,M1414013111,0.0,0.0,0,0
1,3,0.0007600470076004,C1805164661,0.0013045501285347,0.0011091627249357,M778162712,0.0,0.0,0,0
1,3,0.0002057610020576,C896138248,0.0006460668380462,0.0005931694087403,M548482954,0.0,0.0,0,0
1,3,0.0003822980038229,C243575009,0.0002668894601542,0.0001686097686375,M777341499,0.0,0.0,0,0
1,3,0.0006737100067371,C1454026445,1.6041131105398457e-05,0.0,M1378497201,0.0,0.0,0,0
1,3,0.0009161880091618,C892931811,0.0002860668380462,5.054035989717224e-05,M1577167234,0.0,0.0,0,0
1,3,0.0001238960012389,C1574873161,0.0101898714652956,0.0101580190231362,M1591916281,0.0,0.0,0,0
1,3,3.64900003649e-05,C600958416,8.20051413881748e-06,0.0,M1884231057,0.0,0.0,0,0
1,3,0.0005237440052374,C1492875057,0.0006967866323907,0.0005621455012853,M333793193,0.0,0.0,0,0
1,3,0.0002618660026186,C1068945248,0.0005621455012853,0.000494825192802,M937277082,0.0,0.0,0,0
1,3,3.3972000339720005e-05,C882646447,0.0003104370179948,0.000301701285347,M234740890,0.0,0.0,0,0
